Item	Cat	Label	Type	InchWidth	InchHeight	InchDepth	MetricWidth	MetricHeight	MetricDepth	Density	Color	Material	Description	PieceWeight	UnitQty	Price	Q1	D1	Q2	D2	Q3	D3	Q4	D4	Q5	D5	Q6	D6
FB10	PBOX	HOLDS	(6-8) 4Bar Envelopes & Cards	3 3/4	5/8	5 3/16	95	16	132	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.0362	25	0.30	50	15	100	20	200	25	250	30	500	35		
FB31	PBOX	HOLDS	(10-12) 4Bar Envelopes & Cards	3 3/4	1	5 3/16	95	25	132	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.038	25	0.35	50	15	100	20	200	25	250	30	500	35		
FB38	PBOX	HOLDS	(12-15) 4Bar Envelopes & Cards	3 3/4	1 1/4	5 3/16	95	32	132	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.04	25	0.40	50	15	100	20	200	25	250	30	500	35		
FB66	PBOX	HOLDS	(6-8) #6 3/4 Business Envelopes & Cards	3 13/16	5/8	6 13/16	97	16	173	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.0375	25	0.40	50	15	100	20	200	25	250	30	500	35		
FB97	PBOX	HOLDS	#7 3/4 Monarch Envelopes & Cards	4 1/16	5/8	7 9/16	103	16	192	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.045	25	0.49	50	15	100	20	200	25	250	30	500	35		
FB99	PBOX	HOLDS	4" Square Cards	4 1/8	1	4 1/16	105	25	103	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.0321	25	0.42	50	15	100	20	200	25	250	30	500	35		
FB18	PBOX	HOLDS	(4-6) #10 Policy Envelopes & Cards	4 1/4	1/2	9 9/16	108	13	243	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.051	25	0.44	50	15	100	20	200	25	250	30	500	35		
FB19	PBOX	HOLDS	(6-8) #10 Policy Envelopes & Cards	4 1/4	5/8	9 9/16	108	16	243	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.053	25	0.46	50	15	100	20	200	25	250	30	500	35		
FB20	PBOX	HOLDS	(10-12) #10 Policy Envelopes & Cards	4 1/4	1	9 9/16	108	25	243	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.059	25	0.49	50	15	100	20	200	25	250	30	500	35		
FB32	PBOX	HOLDS	(6-8) 5Bar (not 5.5Bar) Envelopes & Cards	4 3/8	5/8	5 5/8	111	16	143	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.035	25	0.35	50	15	100	20	200	25	250	30	500	35		
FB6	PBOX	HOLDS	(4-6) A2 or 5.5Bar Envelopes & Cards	4 1/2	1/2	5 7/8	114	13	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0342	25	0.32	50	15	100	20	200	25	250	30	500	35		
FB3	PBOX	HOLDS	(6-8) A2 or 5.5Bar Envelopes & Cards	4 1/2	5/8	5 7/8	114	16	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0362	25	0.33	50	15	100	20	200	25	250	30	500	35		
FB27	PBOX	HOLDS	(8-10) A2 or 5.5Bar Envelopes & Cards	4 1/2	13/16	5 7/8	114	21	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0457	25	0.40	50	15	100	20	200	25	250	30	500	35		
FB17	PBOX	HOLDS	(10-12) A2 or 5.5Bar Envelopes & Cards	4 1/2	1	5 7/8	114	25	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.045	25	0.39	50	15	100	20	200	25	250	30	500	35		
FB30	PBOX	HOLDS	(12-15) A2 or 5.5Bar Envelopes & Cards	4 1/2	1 1/4	5 7/8	114	32	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0419	25	0.44	50	15	100	20	200	25	250	30	500	35		
PLB74	PBOX	HOLDS	(15-20) A2 or 5.5Bar Envelopes & Cards	4 1/2	1 1/2	5 7/8	114	38	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.0549	25	0.63	50	15	100	20	200	25	250	30	500	35		
FB54	PBOX	HOLDS	(20-24) A2 or 5.5Bar Envelopes & Cards	4 1/2	2	5 7/8	114	51	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.06	25	0.51	50	15	100	20	200	25	250	30	500	35		
FB24	PBOX	HOLDS	(3) of A2 or 5.5Bar Envelopes & Cards	4 1/2	1/4	5 7/8	114	6	149	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.035	25	0.33	50	15	100	20	200	25	250	30	500	35		
FB5	PBOX	HOLDS	(4-6) A6 or 6Bar Envelopes & Cards	4 7/8	1/2	6 5/8	124	13	168	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.041	25	0.40	50	15	100	20	200	25	250	30	500	35		
FB2	PBOX	HOLDS	(6-8) A6 or 6Bar Envelopes & Cards	4 7/8	5/8	6 5/8	124	16	168	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0492	25	0.40	50	15	100	20	200	25	250	30	500	35		
FB130	PBOX	HOLDS	(8-10) A6 or 6Bar Envelopes & Cards	4 7/8	13/16	6 5/8 	124	21	168	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0542	25	0.55	50	20	100	25	200	30	250	35	500	40		
FB16	PBOX	HOLDS	(10-12) A6 or 6Bar Envelopes & Cards	4 7/8	1	6 5/8	124	25	168	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.043	25	0.44	50	15	100	20	200	25	250	30	500	35		
FB29	PBOX	HOLDS	(12-15) A6 or 6Bar Envelopes & Cards	4 7/8	1 1/4	6 5/8	124	32	168	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0491	25	0.46	50	15	100	20	200	25	250	30	500	35		
FB53	PBOX	HOLDS	(20-24) A6 or 6Bar Envelopes & Cards	4 7/8	2	6 5/8	124	51	168	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.07	25	0.56	50	15	100	20	200	25	250	30	500	35		
FB11	PBOX	HOLDS	(6-8) 5" Square Envelopes & Cards	5 1/8	5/8	5 1/16	130	16	129	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0494	25	0.37	50	15	100	20	200	25	250	30	500	35		
FB47	PBOX	HOLDS	(10-12) 5" Square Envelopes & Cards	5 1/8	1	5 1/16	130	25	129	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.045	25	0.42	50	15	100	20	200	25	250	30	500	35		
FB4	PBOX	HOLDS	(4-6) A7 Envelopes & Cards	5 3/8	1/2	7 3/8	137	13	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0494	25	0.44	50	15	100	20	200	25	250	30	500	35		
FB1	PBOX	HOLDS	(6-8) A7 Envelopes & Cards	5 3/8	5/8	7 3/8	137	16	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.052	25	0.42	50	15	100	20	200	25	250	30	500	35		
FB60	PBOX	HOLDS	(6-8) Linwood Envelopes & Cards	5 3/8	5/8	7 5/8	137	16	194	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.055	25	0.46	50	15	100	20	200	25	250	30	500	35		
FB51	PBOX	HOLDS	(6-8) 5 1/4" Square Envelopes & Cards	5 3/8	5/8	5 5/16	137	16	135	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.045	25	0.40	50	15	100	20	200	25	250	30	500	35		
FB25	PBOX	HOLDS	(8-10) A7 Envelopes & Cards	5 3/8	13/16	7 3/8	137	21	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0625	25	0.46	50	15	100	20	200	25	250	30	500	35		
FB15	PBOX	HOLDS	(10-12) A7 or Lee Envelopes & Cards	5 3/8	1	7 3/8	137	25	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.066	25	0.49	50	15	100	20	200	25	250	30	500	35		
FB50	PBOX	HOLDS	(10-12) 5 1/4" Square Envelopes & Cards	5 3/8	1	5 5/16	137	25	135	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.05	25	0.44	50	15	100	20	200	25	250	30	500	35		
FB28	PBOX	HOLDS	(12-15) A7 or Lee Envelopes & Cards	5 3/8	1 1/4	7 3/8	137	32	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0577	25	0.51	50	15	100	20	200	25	250	30	500	35		
PLB72	PBOX	HOLDS	(15-20) A7 or Lee Envelopes & Cards	5 3/8	1 1/2	7 3/8	137	38	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.0712	25	0.72	50	15	100	20	200	25	250	30	500	35		
FB52	PBOX	HOLDS	(20-24) A7 or Lee Envelopes & Cards	5 3/8	2	7 3/8	137	51	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.08	25	0.63	50	15	100	20	200	25	250	30	500	35		
FB112	PBOX	HOLDS	(25-30) A7 or Lee Envelopes & Cards	5 3/8	2 1/2	7 3/8	137	64	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0903	25	0.93	50	15	100	20	200	25	250	30	500	35		
PLB67	PBOX	HOLDS	(30-40) A7 or Lee Envelopes & Cards	5 3/8	3	7 3/8	137	76	187	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes (with Pop 'n Lock Bottoms)	0.1062	25	0.97	50	15	100	20	200	25	250	30	500	35		
FB7	PBOX	HOLDS	(6-8) A8 Envelopes & Cards	5 5/8	5/8	8 3/16	143	16	208	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.055	25	0.49	50	15	100	20	200	25	250	30	500	35		
FB12	PBOX	HOLDS	(6-8) 5 1/2" Square Envelopes & Cards	5 5/8	5/8	5 9/16	143	16	141	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0485	25	0.44	50	15	100	20	200	25	250	30	500	35		
FB46	PBOX	HOLDS	Holds Halves (or folded) 8 1/2" X 11"	5 5/8	1	8 5/8	143	25	219	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.08	25	0.54	50	15	100	20	200	25	250	30	500	35		
FB48	PBOX	HOLDS	(10-12) 5 1/2" Square Envelopes & Cards	5 5/8	1	5 9/16	143	25	141	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.055	25	0.46	50	15	100	20	200	25	250	30	500	35		
FB8	PBOX	HOLDS	(4-6) A9 Envelopes & Cards	5 13/16	1/2	8 13/16	148	13	224	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.07	25	0.49	50	15	100	20	200	25	250	30	500	35		
FB71	PBOX	HOLDS	(4-6) A9 Envelopes & Cards	5 7/8	1/2	8 7/8	149	13	225	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.075	25	0.55	50	15	100	20	200	25	250	30	500	35		
FB44	PBOX	HOLDS	(10-12) A9 Envelopes & Cards	5 7/8	1	8 7/8	149	25	225	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.08	25	0.56	50	15	100	20	200	25	250	30	500	35		
FB13	PBOX	HOLDS	(6-8) 6" Square Envelopes & Cards	6 1/8	5/8	6 1/16	156	16	154	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0554	25	0.44	50	15	100	20	200	25	250	30	500	35		
FB49	PBOX	HOLDS	(10-12) 6" Square Envelopes & Cards	6 1/8	1	6 1/16	156	25	154	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.06	25	0.49	50	15	100	20	200	25	250	30	500	35		
FB45	PBOX	HOLDS	(10-12) 6X9 Envelopes & Cards	6 1/8	1	9 1/16	156	25	230	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.085	25	0.58	50	15	100	20	200	25	250	30	500	35		
FB9	PBOX	HOLDS	(6-8) 6X9 Envelopes & Cards	6 3/16	5/8	9 3/16	157	16	233	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.086	25	0.54	50	15	100	20	200	25	250	30	500	35		
FB80	PBOX	HOLDS	(6-8) 6 1/4" Square Envelopes & Cards	6 3/8	5/8	6 5/16	162	16	160	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.062	25	0.58	50	15	100	20	200	25	250	30	500	35		
FB81	PBOX	HOLDS	(10-12) 6 1/4" Square Envelopes & Cards	6 3/8	1	6 5/16	162	25	160	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0696	25	0.62	50	15	100	20	200	25	250	30	500	35		
FB82	PBOX	HOLDS	(6-8) 6 1/2" Square Envelopes & Cards	6 5/8	5/8	6 9/16	168	16	167	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0712	25	0.61	50	15	100	20	200	25	250	30	500	35		
FB83	PBOX	HOLDS	(10-12) 6 1/2" Square Envelopes & Cards	6 5/8	1	6 9/16	168	25	167	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Plastic Boxes	0.0734	25	0.63	50	15	100	20	200	25	250	30	500	35		
HFB6	HBOX	HOLDS	(4-6) 5.5Bar Envelopes & Cards	4 1/2	5 7/8	1/2	114	149	13	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.037	25	0.36	50	15	100	20	200	25	250	30	500	35		
HFB3	HBOX	HOLDS	(6-8) 5.5Bar Envelopes & Cards	4 1/2	5 7/8	5/8	114	149	16	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.039	25	0.36	50	15	100	20	200	25	250	30	500	35		
HFB17	HBOX	HOLDS	(10-12) A2 Envelopes & Cards	4 1/2	5 7/8	1	114	149	25	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.039	25	0.42	50	15	100	20	200	25	250	30	500	35		
HFB16	HBOX	HOLDS	(10-12) A6 Envelopes & Cards	4 7/8	6 5/8	1	124	168	25	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.0604	25	0.48	50	15	100	20	200	25	250	30	500	35		
HFB1	HBOX	HOLDS	(6-8) A7 or Lee Envelopes & Cards	5 3/8	7 3/8	5/8	137	187	16	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.075	25	0.47	50	15	100	20	200	25	250	30	500	35		
HFB15	HBOX	HOLDS	(10-12) A7 or Lee Envelopes & Cards	5 3/8	7 3/8	1	137	187	25	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.0722	25	0.53	50	15	100	20	200	25	250	30	500	35		
HFB10	HBOX	HOLDS	(6-8) 4Bar Envelopes & Cards	3 3/4	5 3/16	5/8	95	132	16	12 mil	Crystal Clear	High Density PVC	Crystal Clear Soft-fold Hanging Plastic Boxes	0.039	25	0.34	50	15	100	20	200	25	250	30	500	35		
HBM2	VINY	FOR	Bookmarks	2 3/16	7 1/8		56	181		7.5 mil	Clear	Vinyl	Hanging Vinyl Sleeves	0.0115	100	0.12	500	10	1000	25	1500	20	2000	25	2500	30	3000	25
MAG1	VINY	FOR	Magnets	2 3/8	3 1/4		60	83		7.5 mil	Clear	Vinyl	Hanging Vinyl Sleeves	0.0062	100	0.11	500	10	1000	30	1500	20	2000	25	2500	30	3000	25
HBM1	VINY	FOR	Bookmarks	2 1/2	7 1/8		64	181		7.5 mil	Clear	Vinyl	Hanging Vinyl Sleeves	0.0125	100	0.12	500	20	1000	25	1500	30	2000	35				
HBM3	VINY	FOR	Bookmarks	2 1/2	7 1/8		64	181		6 mil	Clear	Polypropylene (acid-free)	Acid-free Hanging Sleeves	0.0072	100	0.06	500	10	1000	15	1500	20	2000	25	2500	30	3000	35
HBM4	VINY	FOR	Bookmarks	2 11/16	8 1/4		68	210		7.5 mil	Clear	Vinyl	Hanging Vinyl Sleeves	0.0152	100	0.14	500	20	1000	25	1500	30	2000	35				
MAG2	VINY	FOR	Magnets	2 7/8	3 3/4		73	95		7.5 mil	Clear	Vinyl	Hanging Vinyl Sleeves	0.01	100	0.13	500	20	1000	25	1500	30	2000	35				
VINBUS	VINY	FOR	Business Card	3 3/4	5		95	127		7.5 mil	Clear	Vinyl	Vinyl Business Card Holder	0.009	100	0.15	500	25	1000	30	1500	35	2000	40				
VINBUS2	VINY	FOR	Business Card	3 7/8	4 13/16		98	122		7.5 mil	Clear	Vinyl	Vinyl Business Card Holder	0.0106	100	0.15	500	15	1000	20	1500	25	2000	30	2500	35		
VIN55	VINY	FOR	5X5 Envelopes & Cards	5 3/8	11		137	279		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.033	100	0.28	500	20	1000	25	1500	30	2000	35				
VINB4	VINY	FOR	4Bar Envelopes & Cards	5 3/8	8 3/8		137	213		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.024	100	0.22	500	20	1000	25	1500	30	2000	35				
VINTRA7	VINY	FOR	A7 or Lee Envelopes & Cards	5 3/4	7 1/2		146	191		7.5 mil	Clear	Vinyl	Vinyl Trifold allows for up to 6 unique images to be shown	0.065	100	0.45	500	20	1000	25	1500	30	2000	35				
VINA2	VINY	FOR	A2 Envelopes & Cards	6 1/8	9 7/8		156	251		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.03	100	0.22	500	20	1000	25	1500	30	2000	35				
CARDCHK	VINY	FOR	Checkbooks	6 1/8	6 5/8		156	168		7.5 mil	White	Paper	White Insert for Vinyl Checkbook Cover	0.0098	100	0.14	500	20	1000	25	1500	30						
VINCHK2	VINY	FOR	Checkbooks	6 1/4	6 3/4		159	171		7.5 mil	Clear	Vinyl	Vinyl Checkbook Cover with Duplicate Check Flap	0.0212	100	0.29	500	30	1000	35	1500	40						
VINCHK	VINY	FOR	Checkbooks	6 1/4	6 3/4		159	171		7.5 mil	Clear	Vinyl	Vinyl Checkbook Cover	0.0212	100	0.29	500	40	1000	45	1500	50						
VINA6	VINY	FOR	A6 Envelopes & Cards	6 7/8	15/8		175	270		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.043	100	0.26	500	20	1000	25	1500	30	2000	35				
VINA7	VINY	FOR	A7 Envelopes & Cards	7 5/8	11 5/8		194	295		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.05	100	0.28	500	20	1000	25	1500	30	2000	35				
VIN69	VINY	FOR	6X9 Envelopes & Cards	9 3/8	13		238	330		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.055	100	0.44	500	20	1000	25	1500	30	2000	35				
VIN49	VINY	FOR	#10 Envelopes & Cards	9 3/4	9 1/4		248	235		7.5 mil	Clear	Vinyl	Vinyl Wallets for Cards and Envelopes or Stationery	0.05	100	0.37	500	20	1000	25	1500	30	2000	35				
RIB8MAZ	RIBB	TYPE	Skinny	1/8			3				Baby Maize	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBMAZ	RIBB	TYPE	Mono	5/8			16				Baby Maize	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEMAZ	RIBB	TYPE	Satin Edges	5/8			16				Baby Maize	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8BLK	RIBB	TYPE	Skinny	1/8			3				Black	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBBLK	RIBB	TYPE	Mono	5/8			16				Black	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEBLK	RIBB	TYPE	Satin Edges	5/8			16				Black	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8HGR	RIBB	TYPE	Skinny	1/8			3				Hunter Green	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBHGR	RIBB	TYPE	Mono	5/8			16				Hunter Green	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEHGR	RIBB	TYPE	Satin Edges	5/8			16				Hunter Green	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8IRS	RIBB	TYPE	Skinny	1/8			3				Iris	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBIRS	RIBB	TYPE	Mono	5/8			16				Iris	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEIRS	RIBB	TYPE	Satin Edges	5/8			16				Iris	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8IVR	RIBB	TYPE	Skinny	1/8			3				Ivory	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBIVR	RIBB	TYPE	Mono	5/8			16				Ivory	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEIVR	RIBB	TYPE	Satin Edges	5/8			16				Ivory	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8LBL	RIBB	TYPE	Skinny	1/8			3				Light Blue	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBLBL	RIBB	TYPE	Mono	5/8			16				Light Blue	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSELBL	RIBB	TYPE	Satin Edges	5/8			16				Light Blue	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8LGD	RIBB	TYPE	Skinny	1/8			3				Light Gold	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBLGD	RIBB	TYPE	Mono	5/8			16				Light Gold	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSELGD	RIBB	TYPE	Satin Edges	5/8			16				Light Gold	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8LPK	RIBB	TYPE	Skinny	1/8			3				Light Pink	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBLPK	RIBB	TYPE	Mono	5/8			16				Light Pink	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSELPK	RIBB	TYPE	Satin Edges	5/8			16				Light Pink	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8MAU	RIBB	TYPE	Skinny	1/8			3				Mauve	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBMAU	RIBB	TYPE	Mono	5/8			16				Mauve	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEMAU	RIBB	TYPE	Satin Edges	5/8			16				Mauve	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8NVY	RIBB	TYPE	Skinny	1/8			3				Navy	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBNVY	RIBB	TYPE	Mono	5/8			16				Navy	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSENVY	RIBB	TYPE	Satin Edges	5/8			16				Navy	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8OGD	RIBB	TYPE	Skinny	1/8			3				Old Gold	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBOGD	RIBB	TYPE	Mono	5/8			16				Old Gold	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEOGD	RIBB	TYPE	Satin Edges	5/8			16				Old Gold	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8WIL	RIBB	TYPE	Skinny	1/8			3				Old Willow	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBWIL	RIBB	TYPE	Mono	5/8			16				Old Willow	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEWIL	RIBB	TYPE	Satin Edges	5/8			16				Old Willow	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8ORG	RIBB	TYPE	Skinny	1/8			3				Orange	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBORG	RIBB	TYPE	Mono	5/8			16				Orange	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEORG	RIBB	TYPE	Satin Edges	5/8			16				Orange	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8ORC	RIBB	TYPE	Skinny	1/8			3				Orchid	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBORC	RIBB	TYPE	Mono	5/8			16				Orchid	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSEORC	RIBB	TYPE	Satin Edges	5/8			16				Orchid	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8RED	RIBB	TYPE	Skinny	1/8			3				Red	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBRED	RIBB	TYPE	Mono	5/8			16				Red	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSERED	RIBB	TYPE	Satin Edges	5/8			16				Red	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8SIL	RIBB	TYPE	Skinny	1/8			3				Silver	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSIL	RIBB	TYPE	Mono	5/8			16				Silver	Fabric	25 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
RIBSESIL	RIBB	TYPE	Satin Edges	5/8			16				Silver	Fabric	25 Yard Ribbon Spools	0.085	1	3.50	5	25	10	30	25	35						
RIB8SMK	RIBB	TYPE	Skinny	1/8			3				Smoke Blue	Fabric	50 Yard Ribbon Spools	0.055	1	3.50	5	25	10	30	25	35						
